server,model,pp,tg,run,server_pp_tps,server_tg_tps,prompt_tokens,eval_tokens,acceptance,draft_len
lm-studio,Qwen3.5-0.8B-Q8_0,2048,32,13,27632.5,241.05,2060,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,32,14,27390.0,242.02,2060,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,0,23762.8,235.4,2060,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,1,26995.2,239.6,2060,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,2,27082.8,242.19,2061,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,3,27299.2,241.62,2060,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,4,27569.6,238.4,2060,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,5,27673.3,244.97,2060,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,6,27584.4,242.11,2060,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,7,27636.2,237.6,2060,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,8,27830.3,260.0,2060,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,9,27700.8,262.02,2059,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,10,27651.0,238.4,2060,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,11,27540.1,240.74,2060,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,12,27287.2,239.49,2061,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,13,27400.9,236.82,2060,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,14,27651.0,240.08,2060,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,0,29703.5,253.93,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,1,32018.7,246.4,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,2,32071.2,243.48,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,3,32048.7,240.2,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,4,32270.2,242.2,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,5,32196.6,240.58,4107,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,6,32374.5,261.25,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,7,32310.8,243.53,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,8,32435.8,262.51,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,9,32128.9,241.4,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,10,32343.9,247.72,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,11,32315.9,257.5,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,12,32217.1,240.2,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,13,32194.4,229.75,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,14,32382.2,262.86,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,0,29773.8,237.0,4107,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,1,32033.7,240.43,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,2,32008.7,237.75,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,3,31879.6,237.9,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,4,32051.2,237.57,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,5,32212.0,237.75,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,6,32305.5,261.09,4107,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,7,32111.3,232.47,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,8,32308.3,258.71,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,9,32176.7,240.42,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,10,32201.9,237.19,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,11,32091.2,232.96,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,12,31877.1,233.77,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,13,32186.8,235.46,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,14,32059.0,237.68,4109,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,0,32926.6,250.47,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,1,34326.4,256.97,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,2,34271.9,235.26,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,3,34048.6,238.17,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,4,34379.6,259.09,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,5,34398.3,241.18,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,6,34342.2,231.21,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,7,34258.9,233.99,8205,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,8,34326.4,255.39,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,9,34368.2,233.99,8203,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,10,34281.9,238.33,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,11,34279.0,233.82,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,12,34313.6,236.81,8203,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,13,34385.3,255.84,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,14,34201.9,233.03,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,0,33073.9,252.82,8203,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,1,34359.4,253.55,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,2,34332.1,234.42,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,3,34135.0,253.78,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,4,34391.1,234.63,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,5,34488.0,253.81,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,6,34522.8,250.58,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,7,34344.9,231.25,8205,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,8,34474.9,253.22,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,9,34448.9,232.98,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,10,34407.0,231.01,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,11,34385.3,252.17,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,12,34433.0,234.02,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,13,34433.0,234.06,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,14,34480.7,252.31,8204,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,0,15776.6,230.28,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,1,17442.6,233.58,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,2,23113.0,233.95,1035,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,3,20742.2,225.1,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,4,20763.1,228.2,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,5,22931.9,232.19,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,6,22942.1,237.69,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,7,23064.9,240.29,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,8,23251.6,238.31,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,9,23298.8,232.88,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,10,23256.9,233.2,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,11,23246.4,234.76,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,12,23199.5,230.28,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,13,23121.6,233.73,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,14,23189.1,237.69,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,0,15638.2,222.14,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,1,19258.7,229.54,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,2,23225.5,226.27,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,3,21118.1,224.2,1035,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,4,23154.4,227.06,1035,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,5,23173.5,229.51,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,6,23101.0,225.56,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,7,22982.9,226.76,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,8,22970.9,228.23,1033,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,9,23003.3,227.07,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,10,23101.0,249.47,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,11,23018.7,226.12,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,12,22986.2,224.52,1033,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,13,22921.7,226.54,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,14,23147.5,224.37,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,0,23317.5,237.85,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,1,23789.2,230.05,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,2,29800.2,227.71,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,3,30005.8,233.46,2059,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,4,30087.7,251.14,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,5,29960.7,232.61,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,6,30529.6,230.93,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,7,29865.0,235.07,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,8,30556.8,252.21,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,9,29873.7,236.11,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,10,30336.1,235.47,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,11,29628.6,230.02,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,12,30165.7,227.58,2057,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,13,27146.8,226.34,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,14,30415.5,229.41,2057,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,0,22780.6,222.08,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,1,26582.3,230.15,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,2,30065.7,227.94,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,3,29480.0,222.83,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,4,30229.1,248.68,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,5,29581.7,225.83,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,6,30184.8,225.26,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,7,29607.3,226.07,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,8,30039.4,225.51,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,9,29727.0,221.03,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,10,29679.8,230.73,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,11,29895.4,226.89,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,12,30291.4,229.95,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,13,29731.3,227.61,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,14,30061.3,226.48,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,0,30858.3,215.71,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,1,33650.2,227.5,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,2,36696.8,228.05,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,3,36030.2,227.64,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,4,36658.3,247.35,4105,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,5,36068.2,230.38,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,6,36371.7,231.63,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,7,36294.5,230.78,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,8,36709.9,232.58,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,9,36317.0,230.73,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,10,36588.8,232.07,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,11,36173.0,225.13,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,12,36323.4,230.46,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,13,36138.0,227.66,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,14,36310.6,225.72,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,0,31834.4,222.66,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,1,33981.6,232.56,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,2,36854.9,226.6,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,3,36510.8,225.27,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,4,36809.5,227.86,4105,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,5,35097.0,226.99,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,6,36732.9,251.64,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,7,37034.4,248.29,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,8,36391.8,223.09,4105,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,9,36771.4,225.11,4107,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,10,36650.9,249.36,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,11,36854.9,249.31,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,12,36533.5,248.56,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,13,36735.2,230.2,4107,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,14,36455.7,249.68,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,0,36717.7,237.78,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,1,38305.6,226.97,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,2,39939.6,244.67,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,3,39828.1,217.95,8201,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,4,39992.2,243.4,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,5,40049.8,248.85,8203,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,6,39707.6,225.0,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,7,39819.4,241.55,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,8,39803.9,246.72,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,9,39858.1,224.48,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,10,40099.7,244.55,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,11,39941.6,246.5,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,12,39858.1,226.97,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,13,39671.1,243.79,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,14,39551.6,229.42,8203,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,0,36498.8,212.94,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,1,38344.3,217.69,8203,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,2,39620.3,224.4,8201,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,3,40076.2,243.02,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,4,40041.0,219.39,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,5,39707.6,221.15,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,6,39893.0,241.11,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,7,39952.3,241.67,8203,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,8,40007.8,243.77,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,9,39823.3,240.26,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,10,40249.3,242.53,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,11,40076.2,222.76,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,12,39311.7,241.98,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,13,39848.4,220.64,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,14,39941.6,223.77,8202,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,0,5009.2,105.74,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,1,6006.4,108.59,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,2,5990.8,108.58,1033,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,3,6008.5,108.56,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,4,6039.0,109.38,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,5,6086.3,108.53,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,6,6032.7,109.27,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,7,6055.3,108.69,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,8,5946.3,108.61,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,9,6042.5,108.73,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,10,5994.1,108.57,1035,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,11,6009.4,108.85,1035,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,12,6053.9,108.76,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,13,6068.2,108.58,1035,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,14,6046.4,108.02,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,0,5404.6,106.73,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,1,5969.6,106.95,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,2,5966.2,107.14,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,3,6007.1,107.22,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,4,6060.3,107.29,1036,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,5,6032.3,107.68,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,6,6030.6,107.48,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,7,6056.7,108.25,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,8,6011.3,107.84,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,9,6012.7,107.29,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,10,6038.3,107.71,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,11,6067.7,107.87,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,12,6028.1,107.18,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,13,6015.5,107.56,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,14,6036.9,108.11,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,0,6580.7,106.34,2057,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,1,6954.3,108.0,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,2,6995.6,107.99,2060,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,3,6992.4,108.14,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,4,6922.3,108.49,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,5,7032.8,108.23,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,6,7042.4,108.81,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,7,6984.0,108.54,2057,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,8,6952.5,108.69,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,9,6993.8,108.5,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,10,6956.2,108.75,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,11,6997.6,108.66,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,12,7040.7,108.67,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,13,6938.2,108.37,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,14,7002.6,108.81,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,0,6537.5,106.91,2059,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,1,6898.2,108.28,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,2,6976.4,108.08,2057,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,3,6899.3,108.2,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,4,6949.9,108.29,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,5,6950.1,108.32,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,6,6942.9,107.7,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,7,6982.7,108.27,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,8,6928.8,108.14,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,9,6943.8,108.12,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,10,6961.4,108.12,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,11,6955.1,108.24,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,12,6981.2,107.51,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,13,6947.5,107.99,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,14,6948.0,106.79,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,0,7293.0,104.78,4107,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,1,7473.5,107.16,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,2,7510.5,107.43,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,3,7477.6,106.97,4105,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,4,7532.7,107.28,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,5,7500.8,106.79,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,6,7527.3,106.96,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,7,7476.3,106.32,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,8,7475.5,106.46,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,9,7479.9,107.01,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,10,7508.3,106.51,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,11,7484.0,106.48,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,12,7453.8,107.12,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,13,7519.5,107.15,4108,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,14,7485.6,107.34,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,0,7265.6,104.75,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,1,7538.5,105.96,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,2,7532.7,105.4,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,3,7503.1,105.71,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,4,7494.5,106.36,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,5,7503.4,106.06,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,6,7506.9,107.61,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,7,7497.2,107.53,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,8,7475.2,106.12,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,9,7482.6,106.19,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,10,7513.7,105.36,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,11,7505.8,106.01,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,12,7487.4,106.09,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,13,7500.6,105.83,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,14,7487.4,106.01,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,0,7627.7,102.57,8202,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,1,7695.6,105.33,8201,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,2,7724.1,104.13,8202,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,3,7690.9,104.51,8201,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,4,7678.8,104.85,8203,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,5,7693.1,105.33,8202,32,,
