server,model,pp,tg,run,server_pp_tps,server_tg_tps,prompt_tokens,eval_tokens,acceptance,draft_len
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,6,707.6,48.48,2060,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,7,709.9,48.46,2060,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,8,708.6,48.46,2060,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,9,710.0,48.8,2060,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,10,708.5,48.43,2060,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,11,706.4,48.43,2060,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,12,706.6,50.82,2061,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,13,708.2,50.91,2060,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,2048,64,14,710.0,50.65,2060,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,0,672.1,47.43,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,1,682.2,48.89,4109,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,2,682.1,50.84,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,3,682.1,49.31,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,4,680.3,50.66,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,5,681.6,49.15,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,6,680.6,50.82,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,7,680.8,49.0,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,8,680.1,50.82,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,9,681.0,49.17,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,10,680.9,49.14,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,11,679.8,49.24,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,12,680.8,49.06,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,13,678.8,49.0,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,32,14,681.3,49.0,4108,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,0,672.2,46.56,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,1,682.4,49.47,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,2,681.5,47.67,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,3,681.1,47.71,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,4,681.6,49.5,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,5,681.5,48.05,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,6,680.1,48.0,4109,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,7,678.7,49.24,4109,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,8,681.7,49.72,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,9,682.3,49.47,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,10,681.1,49.53,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,11,680.8,47.61,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,12,682.5,47.9,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,13,680.7,49.58,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,4096,64,14,682.5,49.68,4108,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,0,586.3,44.59,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,1,590.3,48.67,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,2,588.3,46.76,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,3,588.2,48.23,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,4,589.0,46.21,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,5,587.7,48.5,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,6,590.9,48.43,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,7,587.2,48.53,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,8,588.9,47.18,8203,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,9,589.0,48.5,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,10,589.1,48.79,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,11,587.2,48.5,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,12,588.6,48.41,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,13,588.5,48.3,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,32,14,589.3,48.37,8204,32,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,0,585.7,44.3,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,1,589.3,43.24,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,2,589.0,45.4,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,3,590.1,45.49,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,4,589.7,47.26,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,5,590.6,47.34,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,6,588.4,47.49,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,7,589.4,47.44,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,8,588.7,47.38,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,9,589.4,45.77,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,10,589.0,47.3,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,11,589.7,47.15,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,12,588.7,47.33,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,13,588.6,45.66,8204,64,,
lm-studio,Qwen3.5-0.8B-Q8_0,8192,64,14,588.5,45.79,8204,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,0,710.3,46.71,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,1,783.8,51.66,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,2,785.6,50.19,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,3,786.7,50.09,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,4,785.8,50.57,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,5,787.5,50.78,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,6,786.7,49.65,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,7,787.5,51.66,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,8,786.4,50.02,1035,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,9,787.2,50.1,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,10,785.2,50.16,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,11,786.4,49.99,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,12,786.8,50.09,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,13,787.2,50.17,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,32,14,786.6,49.87,1034,32,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,0,661.0,46.09,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,1,759.7,46.71,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,2,762.6,48.97,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,3,762.8,49.08,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,4,762.2,48.89,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,5,762.2,48.81,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,6,761.7,49.07,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,7,762.3,48.81,1035,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,8,760.5,48.86,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,9,761.8,48.97,1035,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,10,760.2,48.62,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,11,761.8,49.22,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,12,759.9,48.64,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,13,762.3,48.38,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,1024,64,14,761.2,48.97,1034,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,0,782.2,46.44,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,1,827.3,46.71,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,2,827.3,46.79,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,3,827.8,47.82,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,4,830.3,49.34,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,5,829.8,46.81,2059,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,6,827.5,46.9,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,7,830.0,46.81,2059,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,8,829.1,46.77,2057,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,9,829.3,46.72,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,10,828.9,46.88,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,11,829.4,49.23,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,12,828.5,49.09,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,13,830.1,49.14,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,32,14,829.7,49.15,2058,32,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,0,780.6,45.71,2057,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,1,825.1,45.93,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,2,825.6,46.06,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,3,826.1,48.36,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,4,826.3,48.42,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,5,826.8,48.31,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,6,827.1,48.35,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,7,826.9,48.35,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,8,827.0,48.56,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,9,824.2,48.59,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,10,827.5,48.34,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,11,826.6,50.71,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,12,826.7,48.35,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,13,827.3,50.78,2058,64,,
ollama,Qwen3.5-0.8B-Q8_0,2048,64,14,827.1,48.46,2059,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,0,740.0,45.65,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,1,760.7,47.38,4107,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,2,759.9,45.83,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,3,760.7,48.75,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,4,762.2,47.83,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,5,762.1,48.66,4107,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,6,763.1,50.29,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,7,760.7,48.97,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,8,764.0,50.37,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,9,761.9,48.82,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,10,762.2,48.67,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,11,762.9,48.47,4107,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,12,761.9,48.23,4107,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,13,761.7,48.47,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,32,14,762.4,48.29,4106,32,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,0,755.4,44.49,4107,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,1,776.7,46.29,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,2,773.7,47.33,4107,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,3,775.0,47.29,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,4,774.7,48.46,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,5,778.7,47.02,4107,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,6,775.5,47.17,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,7,773.7,48.56,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,8,774.0,47.26,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,9,775.6,47.07,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,10,776.8,47.36,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,11,776.1,47.53,4107,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,12,776.9,47.25,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,13,776.8,46.74,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,4096,64,14,775.6,47.3,4106,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,0,631.7,44.85,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,1,640.2,45.1,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,2,641.7,43.25,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,3,640.5,43.74,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,4,640.2,46.33,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,5,640.4,46.69,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,6,639.5,46.34,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,7,640.9,45.89,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,8,639.9,46.24,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,9,639.7,47.96,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,10,640.9,43.82,8203,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,11,640.0,44.63,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,12,639.2,47.34,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,13,638.3,47.2,8203,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,32,14,640.9,47.27,8202,32,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,0,629.9,42.66,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,1,639.8,44.19,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,2,638.7,42.68,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,3,640.5,44.68,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,4,639.6,44.69,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,5,640.2,46.56,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,6,639.0,44.85,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,7,639.0,45.16,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,8,641.3,46.35,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,9,640.5,46.6,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,10,639.8,46.67,8201,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,11,639.6,46.63,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,12,637.8,46.54,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,13,640.0,46.37,8202,64,,
ollama,Qwen3.5-0.8B-Q8_0,8192,64,14,639.7,45.19,8202,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,0,66.1,11.85,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,1,66.7,11.92,1035,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,2,67.1,11.93,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,3,67.2,11.92,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,4,67.2,11.93,1033,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,5,67.2,11.92,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,6,67.1,11.92,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,7,67.2,11.94,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,8,67.1,11.9,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,9,67.3,11.92,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,10,67.1,11.93,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,11,67.1,11.92,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,12,67.1,11.93,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,13,67.1,11.92,1034,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,32,14,67.0,11.93,1035,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,0,66.2,11.6,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,1,67.5,11.67,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,2,67.4,11.72,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,3,67.3,11.72,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,4,67.3,11.74,1035,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,5,67.5,11.75,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,6,67.4,11.76,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,7,67.5,11.75,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,8,67.4,11.75,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,9,67.4,11.75,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,10,67.6,11.72,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,11,67.5,11.75,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,12,67.5,11.75,1033,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,13,67.4,11.74,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,1024,64,14,67.4,11.73,1034,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,0,67.4,11.79,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,1,67.8,11.8,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,2,67.8,11.76,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,3,67.9,11.85,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,4,67.9,11.86,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,5,67.9,11.88,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,6,68.0,11.9,2057,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,7,67.9,11.89,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,8,67.9,11.89,2057,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,9,67.9,11.86,2057,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,10,67.9,11.88,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,11,67.9,11.89,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,12,67.9,11.89,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,13,67.9,11.89,2058,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,32,14,67.9,11.89,2057,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,0,67.5,11.59,2057,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,1,67.8,11.62,2060,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,2,67.9,11.62,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,3,67.9,11.6,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,4,68.0,11.58,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,5,68.0,11.6,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,6,67.9,11.58,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,7,68.0,11.61,2057,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,8,68.0,11.62,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,9,68.0,11.59,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,10,68.0,11.6,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,11,68.0,11.6,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,12,68.0,11.59,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,13,68.0,11.64,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,2048,64,14,68.0,11.69,2058,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,0,66.8,11.64,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,1,67.0,11.71,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,2,67.0,11.71,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,3,67.1,11.74,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,4,67.1,11.7,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,5,67.0,11.76,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,6,67.0,11.72,4107,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,7,67.1,11.74,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,8,67.0,11.73,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,9,67.0,11.76,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,10,67.0,11.7,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,11,67.0,11.7,4107,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,12,67.1,11.73,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,13,67.0,11.75,4105,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,32,14,67.0,11.71,4106,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,0,66.7,11.35,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,1,67.0,11.47,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,2,66.9,11.47,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,3,66.9,11.51,4107,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,4,67.0,11.56,4107,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,5,67.0,11.55,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,6,67.0,11.55,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,7,67.0,11.55,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,8,66.9,11.52,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,9,67.0,11.54,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,10,67.0,11.55,4105,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,11,67.0,11.54,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,12,67.0,11.54,4108,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,13,67.0,11.56,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,4096,64,14,67.0,11.55,4106,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,0,64.0,11.25,8202,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,1,64.1,11.45,8202,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,2,64.1,11.39,8202,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,3,64.1,11.51,8202,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,4,64.0,11.51,8203,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,5,64.1,11.49,8202,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,6,64.1,11.49,8202,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,7,64.1,11.51,8202,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,8,64.2,11.49,8202,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,9,64.1,11.48,8202,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,10,64.1,11.5,8202,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,11,64.1,11.48,8202,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,12,64.1,11.5,8203,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,13,64.1,11.48,8202,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,32,14,64.1,11.5,8202,32,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,64,0,64.0,11.2,8201,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,64,1,64.1,11.25,8202,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,64,2,64.1,11.24,8202,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,64,3,64.1,11.29,8201,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,64,4,64.1,11.28,8202,64,,
