server,model,pp,tg,run,server_pp_tps,server_tg_tps,prompt_tokens,eval_tokens,acceptance,draft_len
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,64,5,64.2,11.28,8202,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,64,6,64.2,11.25,8202,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,64,7,64.2,11.33,8202,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,64,8,64.2,11.31,8202,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,64,9,64.2,11.31,8202,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,64,10,64.1,11.31,8202,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,64,11,64.2,11.31,8202,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,64,12,64.1,11.32,8202,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,64,13,64.1,11.31,8202,64,,
llama-cpp,Qwen3.5-9B-Q4_K_M,8192,64,14,64.1,11.3,8202,64,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,32,0,108.2,13.52,1034,32,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,32,1,110.7,13.96,1034,32,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,32,2,110.7,13.97,1034,32,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,32,3,110.4,14.03,1034,32,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,32,4,110.7,14.12,1034,32,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,32,5,110.6,14.07,1034,32,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,32,6,109.2,14.09,1035,32,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,32,7,110.6,14.1,1034,32,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,32,8,110.5,14.11,1033,32,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,32,9,110.6,14.05,1034,32,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,32,10,110.6,14.09,1034,32,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,32,11,110.2,14.1,1035,32,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,32,12,110.5,14.09,1035,32,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,32,13,110.5,14.06,1034,32,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,32,14,110.4,14.08,1034,32,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,64,0,108.3,13.83,1034,64,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,64,1,111.2,13.85,1033,64,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,64,2,111.0,13.76,1034,64,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,64,3,111.0,13.82,1034,64,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,64,4,110.9,13.93,1034,64,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,64,5,110.9,13.95,1034,64,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,64,6,111.0,13.96,1034,64,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,64,7,110.6,13.95,1034,64,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,64,8,111.1,13.96,1034,64,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,64,9,110.9,13.96,1034,64,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,64,10,111.1,13.95,1034,64,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,64,11,110.9,13.89,1034,64,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,64,12,111.0,13.95,1034,64,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,64,13,109.8,13.94,1035,64,,
llamafile,Qwen3.5-9B-Q4_K_M,1024,64,14,110.7,13.94,1034,64,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,32,0,110.7,13.9,2058,32,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,32,1,112.1,14.07,2058,32,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,32,2,112.1,14.1,2058,32,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,32,3,111.9,14.08,2058,32,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,32,4,112.0,14.08,2058,32,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,32,5,111.5,14.08,2057,32,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,32,6,112.0,14.08,2058,32,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,32,7,112.1,14.11,2058,32,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,32,8,111.9,14.08,2058,32,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,32,9,112.0,14.05,2058,32,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,32,10,112.2,14.1,2058,32,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,32,11,111.4,14.07,2059,32,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,32,12,112.0,14.1,2058,32,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,32,13,111.9,14.08,2058,32,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,32,14,112.0,14.04,2058,32,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,64,0,110.8,13.71,2057,64,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,64,1,111.5,13.83,2058,64,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,64,2,112.0,13.85,2058,64,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,64,3,112.0,13.87,2058,64,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,64,4,112.1,13.85,2057,64,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,64,5,112.1,13.88,2058,64,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,64,6,112.0,13.86,2058,64,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,64,7,112.0,13.87,2058,64,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,64,8,111.8,13.86,2059,64,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,64,9,112.0,13.86,2058,64,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,64,10,111.9,13.86,2058,64,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,64,11,112.0,13.86,2058,64,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,64,12,111.8,13.86,2058,64,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,64,13,112.1,13.84,2058,64,,
llamafile,Qwen3.5-9B-Q4_K_M,2048,64,14,111.9,13.86,2058,64,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,32,0,108.6,13.65,4106,32,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,32,1,109.4,13.72,4106,32,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,32,2,109.3,13.71,4106,32,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,32,3,109.2,13.69,4106,32,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,32,4,109.3,13.77,4106,32,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,32,5,109.2,13.86,4106,32,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,32,6,109.3,13.84,4106,32,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,32,7,109.3,13.84,4106,32,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,32,8,109.2,13.84,4106,32,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,32,9,109.3,13.84,4106,32,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,32,10,109.2,13.87,4106,32,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,32,11,109.3,13.87,4106,32,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,32,12,109.2,13.85,4106,32,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,32,13,109.2,13.84,4107,32,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,32,14,109.3,13.87,4106,32,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,64,0,108.9,13.51,4105,64,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,64,1,109.0,13.63,4106,64,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,64,2,109.4,13.66,4106,64,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,64,3,109.3,13.68,4106,64,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,64,4,109.3,13.7,4106,64,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,64,5,109.3,13.63,4106,64,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,64,6,109.4,13.68,4106,64,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,64,7,109.2,13.67,4106,64,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,64,8,109.4,13.69,4106,64,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,64,9,109.3,13.67,4106,64,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,64,10,109.2,13.65,4106,64,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,64,11,109.4,13.69,4106,64,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,64,12,109.3,13.66,4106,64,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,64,13,109.3,13.66,4106,64,,
llamafile,Qwen3.5-9B-Q4_K_M,4096,64,14,109.2,13.66,4107,64,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,32,0,102.0,13.31,8202,32,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,32,1,102.1,13.39,8202,32,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,32,2,102.2,13.37,8202,32,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,32,3,101.9,13.46,8204,32,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,32,4,102.2,13.5,8202,32,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,32,5,102.1,13.48,8202,32,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,32,6,102.2,13.47,8202,32,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,32,7,102.2,13.5,8202,32,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,32,8,102.2,13.46,8202,32,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,32,9,102.2,13.5,8202,32,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,32,10,102.0,13.49,8201,32,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,32,11,102.2,13.5,8202,32,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,32,12,102.1,13.49,8203,32,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,32,13,102.2,13.45,8202,32,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,32,14,102.2,13.47,8202,32,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,64,0,101.8,13.01,8201,64,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,64,1,102.1,13.19,8202,64,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,64,2,102.1,13.16,8202,64,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,64,3,102.0,13.16,8203,64,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,64,4,102.1,13.18,8202,64,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,64,5,102.1,13.28,8202,64,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,64,6,102.1,13.29,8202,64,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,64,7,102.2,13.27,8202,64,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,64,8,102.2,13.28,8202,64,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,64,9,102.2,13.27,8202,64,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,64,10,102.2,13.29,8202,64,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,64,11,102.2,13.31,8202,64,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,64,12,102.2,13.27,8202,64,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,64,13,102.2,13.27,8202,64,,
llamafile,Qwen3.5-9B-Q4_K_M,8192,64,14,102.2,13.28,8202,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,32,0,66.0,11.27,1035,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,32,1,67.2,11.29,1034,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,32,2,67.1,11.41,1034,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,32,3,67.1,11.21,1034,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,32,4,67.0,11.3,1034,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,32,5,67.0,11.25,1034,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,32,6,67.1,11.44,1035,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,32,7,67.1,11.43,1034,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,32,8,67.1,11.44,1034,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,32,9,67.2,11.42,1034,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,32,10,67.1,11.41,1034,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,32,11,66.9,11.44,1033,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,32,12,67.0,11.53,1034,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,32,13,67.0,11.45,1034,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,32,14,66.8,11.45,1034,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,64,0,66.5,11.05,1034,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,64,1,67.1,11.1,1034,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,64,2,67.1,11.1,1034,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,64,3,66.6,11.11,1035,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,64,4,66.9,11.17,1035,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,64,5,67.1,11.27,1034,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,64,6,66.0,11.26,1037,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,64,7,67.0,11.27,1034,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,64,8,67.0,11.19,1034,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,64,9,66.8,11.2,1034,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,64,10,67.0,11.3,1034,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,64,11,67.0,11.24,1034,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,64,12,66.8,11.11,1034,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,64,13,67.0,11.25,1034,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,1024,64,14,67.0,11.22,1034,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,32,0,66.9,11.18,2058,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,32,1,67.4,11.24,2058,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,32,2,67.4,11.27,2058,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,32,3,67.3,11.24,2058,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,32,4,67.4,11.36,2058,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,32,5,67.4,11.51,2057,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,32,6,67.3,11.39,2058,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,32,7,67.4,11.51,2058,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,32,8,67.3,11.4,2057,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,32,9,67.3,11.41,2058,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,32,10,67.4,11.42,2058,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,32,11,67.4,11.39,2058,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,32,12,67.3,11.4,2058,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,32,13,67.3,11.36,2058,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,32,14,67.3,11.36,2058,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,64,0,66.6,10.88,2058,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,64,1,67.0,10.92,2058,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,64,2,67.0,10.95,2058,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,64,3,67.1,10.94,2058,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,64,4,67.1,10.93,2058,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,64,5,67.0,10.91,2058,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,64,6,66.8,10.93,2058,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,64,7,66.0,10.87,2058,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,64,8,66.8,10.95,2058,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,64,9,67.1,11.09,2058,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,64,10,67.0,10.92,2058,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,64,11,67.0,10.93,2058,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,64,12,67.0,11.09,2058,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,64,13,67.0,10.88,2058,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,2048,64,14,67.1,10.95,2058,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,32,0,66.6,10.94,4106,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,32,1,66.8,11.18,4106,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,32,2,66.8,11.04,4106,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,32,3,66.7,11.06,4107,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,32,4,66.8,11.02,4106,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,32,5,66.8,11.06,4106,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,32,6,66.8,10.95,4106,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,32,7,66.8,11.04,4106,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,32,8,66.9,11.07,4106,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,32,9,66.9,11.02,4106,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,32,10,66.9,11.04,4106,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,32,11,66.8,11.01,4106,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,32,12,66.6,11.05,4106,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,32,13,66.9,11.18,4106,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,32,14,66.9,11.33,4106,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,64,0,65.4,10.89,4106,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,64,1,65.6,10.8,4106,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,64,2,65.6,10.78,4106,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,64,3,65.5,10.79,4107,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,64,4,65.6,10.93,4106,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,64,5,65.6,10.91,4106,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,64,6,65.7,11.07,4106,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,64,7,65.6,11.08,4106,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,64,8,65.7,10.94,4106,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,64,9,65.7,11.04,4106,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,64,10,65.7,10.95,4106,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,64,11,65.7,10.97,4106,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,64,12,65.6,10.94,4107,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,64,13,65.6,11.08,4106,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,4096,64,14,65.6,11.08,4107,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,32,0,64.0,10.94,8202,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,32,1,64.1,10.99,8202,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,32,2,64.1,10.89,8202,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,32,3,64.1,11.07,8202,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,32,4,64.1,11.05,8202,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,32,5,64.1,11.04,8202,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,32,6,64.1,11.04,8202,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,32,7,64.0,10.69,8201,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,32,8,64.2,11.06,8202,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,32,9,64.2,11.13,8202,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,32,10,64.1,11.07,8202,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,32,11,64.1,11.09,8202,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,32,12,64.1,11.04,8202,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,32,13,64.1,11.05,8202,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,32,14,64.2,11.04,8202,32,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,64,0,63.9,10.7,8202,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,64,1,64.1,10.97,8202,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,64,2,64.1,10.98,8202,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,64,3,64.1,10.87,8202,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,64,4,64.1,10.85,8202,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,64,5,64.1,10.96,8202,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,64,6,64.1,10.79,8202,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,64,7,64.1,10.97,8202,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,64,8,64.1,10.82,8202,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,64,9,64.1,10.86,8202,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,64,10,64.1,10.88,8202,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,64,11,64.1,10.87,8202,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,64,12,64.1,10.85,8202,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,64,13,64.1,10.7,8202,64,,
lm-studio,Qwen3.5-9B-Q4_K_M,8192,64,14,64.1,10.91,8202,64,,
ollama,Qwen3.5-9B-Q4_K_M,1024,32,0,106.5,12.77,1034,32,,
ollama,Qwen3.5-9B-Q4_K_M,1024,32,1,108.7,13.17,1035,32,,
ollama,Qwen3.5-9B-Q4_K_M,1024,32,2,108.6,13.32,1034,32,,
ollama,Qwen3.5-9B-Q4_K_M,1024,32,3,108.5,13.25,1034,32,,
ollama,Qwen3.5-9B-Q4_K_M,1024,32,4,108.3,13.25,1034,32,,
ollama,Qwen3.5-9B-Q4_K_M,1024,32,5,108.6,13.26,1034,32,,
ollama,Qwen3.5-9B-Q4_K_M,1024,32,6,108.5,13.24,1034,32,,
ollama,Qwen3.5-9B-Q4_K_M,1024,32,7,108.1,13.26,1034,32,,
ollama,Qwen3.5-9B-Q4_K_M,1024,32,8,108.4,13.23,1034,32,,
ollama,Qwen3.5-9B-Q4_K_M,1024,32,9,108.3,13.24,1034,32,,
ollama,Qwen3.5-9B-Q4_K_M,1024,32,10,108.4,13.26,1033,32,,
ollama,Qwen3.5-9B-Q4_K_M,1024,32,11,108.5,13.25,1034,32,,
ollama,Qwen3.5-9B-Q4_K_M,1024,32,12,108.4,13.24,1034,32,,
ollama,Qwen3.5-9B-Q4_K_M,1024,32,13,108.4,13.29,1034,32,,
ollama,Qwen3.5-9B-Q4_K_M,1024,32,14,108.3,13.2,1034,32,,
ollama,Qwen3.5-9B-Q4_K_M,1024,64,0,107.1,12.9,1033,64,,
ollama,Qwen3.5-9B-Q4_K_M,1024,64,1,108.3,12.83,1034,64,,
ollama,Qwen3.5-9B-Q4_K_M,1024,64,2,108.3,12.84,1034,64,,
ollama,Qwen3.5-9B-Q4_K_M,1024,64,3,108.0,12.99,1034,64,,
ollama,Qwen3.5-9B-Q4_K_M,1024,64,4,108.3,13.03,1034,64,,
ollama,Qwen3.5-9B-Q4_K_M,1024,64,5,108.2,13.01,1034,64,,
ollama,Qwen3.5-9B-Q4_K_M,1024,64,6,108.4,13.02,1034,64,,
ollama,Qwen3.5-9B-Q4_K_M,1024,64,7,108.4,13.01,1034,64,,
ollama,Qwen3.5-9B-Q4_K_M,1024,64,8,108.3,13.01,1034,64,,
ollama,Qwen3.5-9B-Q4_K_M,1024,64,9,108.3,13.06,1034,64,,
ollama,Qwen3.5-9B-Q4_K_M,1024,64,10,108.0,13.02,1034,64,,
ollama,Qwen3.5-9B-Q4_K_M,1024,64,11,108.4,13.02,1034,64,,
ollama,Qwen3.5-9B-Q4_K_M,1024,64,12,108.2,13.0,1034,64,,
ollama,Qwen3.5-9B-Q4_K_M,1024,64,13,108.5,13.04,1034,64,,
ollama,Qwen3.5-9B-Q4_K_M,1024,64,14,108.3,13.02,1034,64,,
ollama,Qwen3.5-9B-Q4_K_M,2048,32,0,109.0,12.81,2058,32,,
ollama,Qwen3.5-9B-Q4_K_M,2048,32,1,110.2,12.94,2057,32,,
ollama,Qwen3.5-9B-Q4_K_M,2048,32,2,110.0,13.13,2058,32,,
ollama,Qwen3.5-9B-Q4_K_M,2048,32,3,110.2,13.24,2059,32,,
ollama,Qwen3.5-9B-Q4_K_M,2048,32,4,110.3,13.19,2059,32,,
ollama,Qwen3.5-9B-Q4_K_M,2048,32,5,110.2,13.22,2058,32,,
ollama,Qwen3.5-9B-Q4_K_M,2048,32,6,110.0,13.18,2058,32,,
ollama,Qwen3.5-9B-Q4_K_M,2048,32,7,110.2,13.23,2058,32,,
ollama,Qwen3.5-9B-Q4_K_M,2048,32,8,110.2,13.15,2058,32,,
ollama,Qwen3.5-9B-Q4_K_M,2048,32,9,110.2,13.22,2058,32,,
ollama,Qwen3.5-9B-Q4_K_M,2048,32,10,110.3,13.36,2059,32,,
ollama,Qwen3.5-9B-Q4_K_M,2048,32,11,110.2,13.21,2058,32,,
ollama,Qwen3.5-9B-Q4_K_M,2048,32,12,110.2,13.2,2058,32,,
ollama,Qwen3.5-9B-Q4_K_M,2048,32,13,110.2,13.37,2058,32,,
ollama,Qwen3.5-9B-Q4_K_M,2048,32,14,110.3,13.18,2058,32,,
ollama,Qwen3.5-9B-Q4_K_M,2048,64,0,109.2,12.7,2058,64,,
ollama,Qwen3.5-9B-Q4_K_M,2048,64,1,110.3,12.76,2058,64,,
ollama,Qwen3.5-9B-Q4_K_M,2048,64,2,110.2,12.89,2058,64,,
ollama,Qwen3.5-9B-Q4_K_M,2048,64,3,110.3,13.16,2058,64,,
ollama,Qwen3.5-9B-Q4_K_M,2048,64,4,110.3,12.97,2058,64,,
ollama,Qwen3.5-9B-Q4_K_M,2048,64,5,110.3,12.99,2059,64,,
